Client_ID,Region,Client_Location,Client_Tenure_Months,Service_Type,Support_Access,Engagement_Type,Monthly_Client_Value,Cumulative_Client_Value,Churn_Status,Churn_Flag,CLTV,Churn Reason,Client_Health_Index,Content_Quality_Score,Content_Score_Trend_30D,Guideline_Compliance_Score,Compliance_Flags,Critical_Compliance_Issues,Engagement_Score,Monthly_Engagements,Client_Meetings,Report_Views,Response_Rate,Support_Tickets,Unresolved_Support_Tickets,Avg_Resolution_Time,Days_Since_Last_Engagement,Search_Visibility_Change,Traffic_Change,noise_control_1,noise_control_2
7876-AEHIG,California,Daly City,51,DSL,Yes,One year,60.15,3077.0,No,0,5404,,-1.403,40.6,0.2,68.1,2.8,1.0,58.3,5.2,1.9,18.1,71.5,3.0,0.1,-5.0,25.0,-5.6,-0.3,75.9,6.9
7945-HLKEA,California,Half Moon Bay,60,DSL,Yes,One year,64.75,4039.5,No,0,6408,,2.117,70.2,5.9,92.2,0.9,-0.6,87.3,15.5,1.8,16.2,,2.9,0.5,30.6,-5.0,11.0,6.1,66.7,5.1
9342-VNIMQ,California,La Honda,33,DSL,No,Month-to-month,54.65,1665.2,No,0,5201,,0.478,83.5,-13.4,81.6,-0.7,1.3,59.1,10.2,2.6,30.6,101.9,5.9,0.2,16.8,30.8,1.9,1.5,61.6,0.0
3523-BRGUW,California,Los Altos,26,No,No internet service,One year,19.3,504.2,No,0,2269,,-0.051,70.1,4.2,72.3,1.0,-0.0,44.3,2.3,4.2,8.2,64.0,5.9,2.0,33.0,34.9,-9.9,6.3,79.6,0.0
3199-NPKCN,California,Menlo Park,67,Fiber optic,Yes,One year,111.25,7511.65,No,0,5649,,0.05,84.6,-14.1,80.9,1.4,-1.2,32.6,-2.1,2.5,14.6,59.4,3.9,-0.6,49.5,-6.5,-0.7,-7.2,76.6,2.6
5170-PTRKA,California,Atherton,49,DSL,Yes,One year,35.8,1782.0,No,0,4865,,1.279,56.6,-8.1,86.6,-0.5,-0.3,127.1,6.0,8.9,22.4,75.5,2.8,1.7,16.6,7.7,13.9,15.5,68.8,0.8
4661-NJEUX,California,Portola Valley,1,No,No internet service,Month-to-month,20.05,20.05,No,0,5368,,-0.9,65.5,-1.9,83.8,1.2,0.5,37.4,7.1,2.2,11.9,82.5,4.2,0.8,38.0,76.5,-4.2,-17.9,52.3,0.0
2123-AGEEN,California,Millbrae,7,Fiber optic,No,Month-to-month,84.35,609.65,No,0,2107,,0.724,71.5,5.6,76.7,1.5,-2.4,49.3,10.6,1.1,38.3,94.8,5.5,0.1,14.5,39.7,20.3,28.4,79.7,0.0
1258-YMZNM,California,Montara,27,Fiber optic,No,One year,110.5,2857.6,No,0,4997,,0.528,87.6,0.1,91.1,1.7,1.0,83.6,8.4,2.0,7.2,80.8,1.1,0.2,36.4,57.3,-11.5,19.0,80.3,1.4
0048-LUMLS,California,Moss Beach,37,Fiber optic,No,One year,91.2,3247.55,No,0,5263,,0.323,83.1,13.4,70.6,-1.0,0.1,50.1,9.0,-0.4,26.9,,1.3,-0.8,31.6,1.8,6.2,4.5,75.1,0.0
5898-IGSLP,California,Mountain View,31,Fiber optic,Yes,Month-to-month,89.3,2823.0,No,0,2132,,0.046,81.3,5.1,75.4,1.7,-0.6,45.2,13.4,4.3,-1.0,103.6,1.0,1.8,13.7,15.3,6.7,7.5,71.1,0.0
6259-WJQLC,California,Pacifica,32,Fiber optic,No,Month-to-month,81.1,2619.25,No,0,2143,,-0.331,90.0,-0.9,95.9,2.4,-0.4,22.2,7.5,4.9,-6.3,54.1,8.1,0.2,46.9,9.8,-8.1,-2.8,59.9,5.3
7997-EASSD,California,Redwood City,63,Fiber optic,Yes,One year,81.2,4965.1,No,0,6063,,1.347,76.2,15.2,75.4,-0.5,0.5,85.0,11.6,4.7,18.4,76.1,4.6,0.8,21.2,12.0,5.7,5.9,80.7,0.0
0730-KOAVE,California,Redwood City,30,Fiber optic,No,Month-to-month,94.3,2679.7,No,0,4219,,-0.991,84.0,9.9,69.7,0.8,1.2,46.3,12.8,0.7,17.5,57.2,2.0,1.0,31.7,35.2,-19.1,2.3,94.4,1.7
8975-SKGRX,California,Redwood City,71,Fiber optic,Yes,Two year,116.1,8310.55,No,0,5027,,-0.906,55.9,2.8,64.1,2.6,0.0,74.4,-0.7,0.7,23.0,86.0,0.6,1.0,41.6,39.0,-0.7,-3.0,61.8,2.8
0678-RLHVP,California,Redwood City,53,Fiber optic,No,Two year,105.55,5682.25,No,0,5731,,0.97,65.6,-1.0,75.9,-3.4,-1.0,76.4,16.4,4.3,28.4,78.2,1.2,1.6,36.7,6.4,1.3,1.5,62.8,5.1
2267-FPIMA,California,San Carlos,50,Fiber optic,No,Month-to-month,94.4,4914.9,No,0,5548,,0.555,85.3,-0.5,83.9,1.0,0.2,76.0,-1.3,2.0,17.5,104.7,2.1,-1.4,13.9,6.0,6.4,12.6,67.7,0.0
1051-GEJLJ,California,San Gregorio,2,No,No internet service,Month-to-month,19.5,27.55,No,0,4836,,0.063,55.6,-8.2,87.6,3.9,0.5,63.8,4.8,1.2,18.4,88.0,3.0,-2.2,39.8,5.8,6.6,-0.3,87.6,0.0
5285-MVEHD,California,Sunnyvale,56,Fiber optic,No,One year,105.6,6068.65,No,0,4196,,0.615,83.5,3.2,82.5,-3.2,0.5,70.6,6.7,1.3,18.0,63.8,-1.5,-0.4,26.5,14.5,2.1,5.3,89.9,1.8
0379-DJQHR,California,Sunnyvale,67,DSL,No,Two year,81.35,5398.6,No,0,4219,,0.198,75.6,-5.0,77.8,2.5,-0.2,57.7,1.8,5.7,25.9,71.0,0.6,0.6,25.1,31.8,-6.8,1.1,71.4,4.9
5543-QDCRY,California,San Francisco,4,DSL,No,Month-to-month,56.4,234.85,No,0,5344,,0.365,88.1,0.5,69.3,2.0,0.1,60.4,7.9,2.0,7.0,68.6,4.8,0.3,19.5,32.9,-7.9,4.1,72.1,3.9
0297-RBCSG,California,San Francisco,19,DSL,Yes,One year,65.35,1231.85,No,0,2051,,0.005,72.6,3.6,73.0,-1.0,0.3,53.1,7.8,3.9,10.1,97.0,3.8,-0.2,31.7,45.3,-7.3,2.4,72.7,6.8
4694-PHWFW,California,San Francisco,8,No,No internet service,Month-to-month,19.95,170.9,No,0,5919,,-0.798,69.7,-14.4,61.6,2.7,1.2,89.1,9.7,3.0,18.8,83.2,1.6,3.4,15.9,35.3,1.7,-12.5,55.0,0.1
0835-JKADZ,California,San Francisco,71,Fiber optic,Yes,Two year,111.25,7984.15,No,0,4361,,0.319,,-6.2,88.9,2.7,1.2,66.6,11.3,1.4,22.9,51.5,4.3,2.3,17.5,34.0,5.1,-19.0,53.1,0.0
7508-SMHXL,California,San Francisco,15,Fiber optic,No,Month-to-month,89.0,1288.3,No,0,4452,,1.598,74.0,2.7,94.7,-1.6,1.0,45.9,11.3,3.5,28.1,93.4,3.2,-3.5,1.1,-16.2,-11.1,4.4,76.9,0.0
3865-YIOTT,California,San Francisco,72,Fiber optic,No,One year,106.1,7848.5,No,0,6283,,-1.272,58.0,-2.2,74.8,1.0,1.6,65.6,10.4,0.2,11.1,65.7,8.5,0.6,45.1,51.1,12.3,4.3,96.6,0.0
5993-BQHEA,California,San Francisco,12,No,No internet service,One year,20.05,267.0,No,0,4018,,0.379,81.0,-0.6,86.2,1.1,1.5,60.5,11.2,5.1,12.2,56.8,1.6,1.1,29.2,39.8,5.4,11.4,100.0,0.0
6024-RUGGH,California,San Francisco,72,No,No internet service,Two year,25.2,1798.9,No,0,6499,,-1.036,67.4,-3.0,84.9,3.5,1.3,62.4,5.0,0.5,17.1,54.9,1.9,1.8,36.8,62.8,-5.5,-1.0,69.3,3.2
3956-CJUST,California,San Francisco,23,Fiber optic,No,Month-to-month,75.4,1643.55,No,0,2491,,-0.334,66.6,-4.1,79.9,0.7,-0.1,63.9,7.9,3.0,6.3,69.2,2.4,-0.1,25.0,63.1,-5.3,-9.3,62.4,0.0
4079-WWQQQ,California,San Francisco,72,DSL,Yes,Two year,65.55,4807.45,No,0,4266,,0.213,73.5,-7.8,95.0,1.1,1.4,96.0,5.8,1.9,26.9,40.7,4.3,2.4,25.6,0.0,-1.1,-13.5,59.9,5.6
6103-BOCOU,California,San Francisco,26,Fiber optic,No,Month-to-month,80.7,2193.0,No,0,4501,,-2.161,80.8,-8.0,61.4,1.6,-0.2,48.9,-0.4,-0.1,5.9,64.5,1.6,0.7,37.1,56.6,4.4,-1.9,98.6,1.5
5149-TGWDZ,California,San Francisco,21,Fiber optic,Yes,One year,104.55,2239.4,No,0,3471,,0.426,70.3,1.4,78.5,1.1,1.9,86.7,10.4,4.5,13.9,78.9,2.1,0.5,31.0,12.7,9.6,16.5,58.4,3.2
7471-WNSUF,California,San Francisco,60,No,No internet service,One year,24.15,1505.9,No,0,4501,,-0.093,67.1,-0.7,75.2,3.1,-0.4,81.3,1.9,1.7,19.8,70.1,2.6,0.8,11.0,14.7,0.7,2.7,72.2,0.0
8942-DBMHZ,California,San Francisco,12,No,No internet service,Month-to-month,20.45,255.35,No,0,4883,,-2.276,40.5,-3.8,77.6,2.9,1.5,32.3,3.6,-1.6,4.1,60.8,7.4,2.3,41.1,34.5,2.6,9.6,84.7,0.0
4301-VVZKA,California,San Francisco,16,Fiber optic,No,Month-to-month,75.4,1189.4,No,0,5432,,0.501,75.5,6.1,67.9,0.4,1.2,77.2,-0.4,3.5,7.9,74.4,0.8,-0.2,32.0,9.8,9.6,11.5,72.1,0.2
9199-PWQVC,California,San Francisco,63,DSL,No,One year,79.7,4786.15,No,0,4010,,1.626,90.0,11.1,101.2,0.2,0.2,70.2,10.9,2.3,26.8,67.2,0.7,0.6,27.1,6.7,5.4,6.4,90.2,0.4
4824-GUCBY,California,San Francisco,22,Fiber optic,No,Month-to-month,81.7,1820.9,No,0,5602,,1.153,89.6,0.5,90.5,-0.7,-1.6,59.6,6.9,3.5,10.3,71.9,2.6,-0.9,47.5,5.6,14.2,-4.9,55.5,0.4
5393-HJZSM,California,San Francisco,32,DSL,Yes,Month-to-month,76.3,2404.15,No,0,5324,,0.253,76.0,-8.6,98.8,-0.4,-0.5,53.1,10.7,4.1,17.2,64.0,0.9,1.1,31.0,29.1,12.8,-3.2,63.3,2.0
0862-PRCBS,California,San Francisco,68,Fiber optic,Yes,Two year,103.75,7039.45,No,0,4121,,0.632,88.2,12.4,82.4,2.8,0.4,88.3,8.1,3.5,16.4,88.9,0.1,-0.3,36.4,30.1,13.2,-17.7,66.0,0.3
8812-ZRHFP,California,San Francisco,30,Fiber optic,No,One year,86.45,2538.05,No,0,2923,,1.285,89.0,8.0,79.9,3.1,0.4,122.1,9.5,4.7,4.6,66.0,5.4,1.9,34.3,33.6,10.4,11.1,70.4,4.0
5146-CBVOE,California,San Francisco,16,Fiber optic,No,Month-to-month,75.1,1212.85,No,0,5176,,1.289,93.6,-1.3,92.0,-2.4,-0.2,67.0,10.3,1.2,10.6,74.2,2.5,-0.2,13.9,22.0,10.1,10.0,84.6,4.4
0454-OKRCT,California,Palo Alto,33,Fiber optic,Yes,Two year,80.6,2651.1,No,0,5542,,1.394,92.6,7.6,96.1,1.4,-0.0,84.1,7.8,5.3,20.6,84.1,3.9,0.3,31.8,9.9,-0.7,16.2,46.3,7.3
5787-KXGIY,California,Palo Alto,72,No,No internet service,Two year,19.3,1304.8,No,0,4035,,-0.346,90.3,8.3,71.7,2.9,-0.7,73.1,5.2,1.9,22.5,48.2,4.4,2.4,7.6,38.1,-14.8,-1.3,69.9,2.7
4198-VFOEA,California,Stanford,12,DSL,Yes,One year,33.6,435.45,No,0,2990,,0.184,72.3,14.4,61.0,-0.7,1.5,63.4,6.0,0.4,9.9,68.7,2.0,1.0,18.4,39.6,4.5,-3.1,76.9,1.4
6630-UJZMY,California,Palo Alto,4,Fiber optic,No,Month-to-month,83.25,308.05,No,0,5251,,0.039,57.6,3.6,62.1,0.5,-0.0,93.4,7.6,-1.3,8.6,75.4,1.1,1.8,37.1,33.2,0.0,2.9,82.7,2.3
5709-LVOEQ,California,San Mateo,0,DSL,No,Two year,80.85,0.0,No,0,2048,,-1.684,72.2,4.5,76.1,1.5,1.3,93.6,3.1,1.1,15.0,66.5,2.7,0.1,23.6,46.1,-6.7,-8.1,65.1,3.3
2692-AQCPF,California,San Mateo,65,Fiber optic,Yes,One year,108.05,7118.9,No,0,6047,,0.822,87.1,-4.4,98.9,3.8,1.1,67.0,11.1,1.8,22.4,,0.1,1.1,38.1,65.4,-6.7,13.1,70.9,0.0
0347-UBKUZ,California,San Mateo,15,No,No internet service,Month-to-month,19.9,320.45,No,0,3366,,1.834,102.0,6.6,74.6,2.8,-1.1,111.6,3.9,2.4,25.8,74.2,-0.8,-0.4,32.7,-2.7,13.6,22.9,74.3,4.5
0835-DUUIQ,California,Alameda,24,No,No internet service,One year,21.05,531.55,No,0,2050,,0.598,91.9,1.1,79.9,-0.5,0.2,66.2,3.0,3.4,17.8,60.9,0.2,1.6,31.4,34.4,2.2,-1.4,79.5,4.2
0811-GSDTP,California,Alameda,13,DSL,No,Month-to-month,30.15,382.2,No,0,3540,,1.072,102.4,7.1,81.1,-1.7,0.2,62.8,17.3,5.9,13.7,74.0,3.2,0.9,27.5,17.0,-3.0,21.0,92.1,0.0
7567-ECMCM,California,Danville,24,Fiber optic,No,Month-to-month,79.85,2001.0,No,0,5128,,-0.054,80.4,12.9,99.2,2.6,0.1,68.0,6.2,1.1,20.1,77.4,0.4,1.5,26.6,-6.6,-3.8,14.2,71.5,7.7
6115-ZTBFQ,California,Alamo,72,DSL,Yes,Two year,65.5,4919.7,No,0,4119,,0.55,79.0,5.0,105.0,1.8,0.8,88.5,4.8,3.0,15.5,73.5,5.0,1.4,28.7,-12.5,-5.1,0.7,79.4,2.9
6353-BRMMA,California,Angwin,54,Fiber optic,No,Month-to-month,104.1,5645.8,No,0,5795,,0.35,58.6,-3.8,85.9,3.1,-0.3,71.5,8.5,1.8,20.3,59.0,3.8,2.0,39.7,-13.9,0.4,5.8,48.2,0.0
6231-WFGFH,California,Benicia,4,No,No internet service,Month-to-month,20.5,77.6,No,0,5053,,-1.135,70.9,-10.3,84.7,0.4,0.6,74.2,9.3,0.3,8.3,102.8,4.9,-1.3,48.4,32.6,-2.0,-6.4,69.2,0.0
9904-EHEVJ,California,Bethel Island,32,Fiber optic,No,Month-to-month,91.35,2896.55,No,0,2965,,-1.068,60.9,10.3,84.7,3.2,0.3,66.5,8.9,0.3,10.7,55.1,3.9,0.4,35.5,2.5,2.2,-4.9,80.6,2.7
6169-PPETC,California,Brentwood,35,No,No internet service,Two year,20.5,759.35,No,0,2009,,1.448,83.7,9.4,73.2,-0.8,1.6,102.7,7.3,6.0,22.0,62.7,2.1,0.0,6.1,9.3,-8.2,-1.3,85.7,0.0
8584-KMVXD,California,Calistoga,8,Fiber optic,No,Month-to-month,75.6,535.55,No,0,2934,,0.941,79.0,7.5,91.0,1.7,-0.5,85.9,7.5,3.1,2.7,69.5,0.7,-1.2,21.2,17.9,5.9,-4.0,51.6,0.0
8467-WYNSR,California,Clayton,22,DSL,Yes,Month-to-month,55.1,1253.15,No,0,2729,,-1.083,73.1,-3.7,65.7,2.0,1.1,87.3,4.9,1.6,21.5,81.7,1.5,1.1,37.4,22.8,-14.1,-0.2,71.2,0.8
0851-DFJKB,California,Concord,15,DSL,Yes,Month-to-month,58.95,955.15,No,0,4497,,0.698,75.9,5.6,81.3,3.9,1.4,61.9,10.4,1.9,16.1,,0.9,0.7,35.4,12.5,0.6,-4.0,66.1,3.5
5382-SOYZL,California,Concord,22,Fiber optic,No,Month-to-month,95.1,2162.6,No,0,3729,,-0.321,82.8,-6.1,90.4,2.2,-0.3,65.0,7.7,2.5,-5.8,101.3,-0.2,3.0,35.8,41.9,4.1,-8.4,86.6,1.0
3261-CQXOL,California,Concord,71,No,No internet service,Two year,25.45,1813.35,No,0,4993,,0.845,45.2,6.8,84.4,0.3,0.1,76.7,5.7,2.0,18.0,64.0,2.7,1.3,40.6,0.1,2.6,15.7,53.4,0.0
8388-FYNPZ,California,Pleasant Hill,4,DSL,No,Month-to-month,56.75,245.15,No,0,2401,,0.059,75.9,-6.3,91.5,1.5,-0.5,57.4,6.1,5.7,11.9,70.3,0.2,1.7,20.7,23.4,-14.5,12.0,79.4,6.7
4002-BQWPQ,California,Crockett,25,DSL,Yes,Month-to-month,81.75,2028.8,No,0,5917,,0.796,92.0,1.5,96.4,0.6,-1.5,60.2,8.2,3.4,9.4,96.1,3.2,0.5,17.2,-24.0,0.5,6.8,76.7,3.5
5651-YLPRD,California,Danville,32,Fiber optic,No,Month-to-month,86.1,2723.75,No,0,4970,,-0.09,95.3,-3.0,62.3,-0.5,-0.3,76.1,13.8,2.7,28.2,57.4,4.0,-1.4,41.5,28.1,14.0,-2.1,81.3,0.0
2826-DXLQO,California,El Cerrito,7,DSL,No,Month-to-month,29.8,220.45,No,0,2587,,0.969,,-18.3,62.3,3.8,-0.4,88.2,8.8,3.3,23.0,99.6,2.2,-0.6,13.5,38.4,13.1,19.9,73.8,2.7
4378-BZYFP,California,Fairfield,17,No,No internet service,One year,20.5,365.8,No,0,2259,,0.238,94.8,-0.0,92.8,3.7,-0.2,74.1,21.6,4.8,14.2,76.9,1.1,-1.4,15.5,35.2,22.1,-8.4,78.8,2.4
9489-UTFKA,California,Travis Afb,8,DSL,No,Month-to-month,60.9,551.95,No,0,2136,,0.241,76.6,-3.9,93.2,0.9,-0.0,89.3,7.3,2.7,15.7,,0.4,1.4,28.6,16.3,3.1,5.2,81.5,2.0
4849-PYRLQ,California,Fremont,56,DSL,Yes,Two year,73.25,4054.2,No,0,4011,,-0.278,71.8,-0.5,81.7,2.6,0.3,50.9,0.8,1.6,15.9,45.6,1.1,1.1,39.5,17.5,-4.9,-13.9,64.6,2.1
7764-BDPEE,California,Hayward,3,No,No internet service,Month-to-month,20.85,60.65,No,0,5868,,1.64,88.5,6.4,90.7,3.6,-1.1,76.1,12.0,3.7,7.4,93.7,-1.0,0.2,23.9,39.8,3.8,1.4,70.3,1.5
3429-IFLEM,California,Hayward,71,DSL,Yes,Two year,77.35,5550.1,No,0,4846,,1.051,78.9,17.1,93.4,2.6,0.3,59.3,13.9,4.4,35.7,105.1,1.5,0.9,-7.4,25.7,6.4,-0.2,82.6,3.4
5002-GCQFH,California,Hercules,49,Fiber optic,No,Month-to-month,93.85,4733.1,No,0,5698,,0.624,67.3,5.6,91.5,0.4,1.0,77.3,10.9,4.8,16.6,84.2,1.7,-0.1,24.4,18.9,1.4,10.8,74.9,1.9
0556-FJEGU,California,Lafayette,58,DSL,Yes,Two year,70.1,4048.95,No,0,4474,,-0.988,61.8,1.3,73.3,1.8,1.5,71.3,7.2,2.4,25.0,74.8,7.5,-0.4,24.9,42.6,4.2,-8.3,47.9,2.6
0604-THJFP,California,Castro Valley,59,DSL,Yes,Two year,75.95,4542.35,No,0,5446,,-0.246,58.6,4.5,88.8,-1.3,0.1,90.3,6.1,2.8,8.2,77.4,6.8,0.4,44.6,14.7,5.3,-2.0,53.8,3.4
5879-SESNB,California,Moraga,11,Fiber optic,No,Month-to-month,75.25,888.65,No,0,5902,,0.837,84.2,10.2,80.1,2.0,0.7,57.8,8.2,4.6,20.9,94.9,5.1,1.0,6.6,13.3,-7.1,0.8,89.5,1.9
6461-PPAXN,California,Napa,35,DSL,Yes,One year,54.95,1916.0,No,0,4858,,0.432,75.8,6.1,84.4,3.0,-0.4,79.7,-0.6,-1.6,7.5,97.2,1.6,-1.6,33.8,6.0,10.1,2.3,66.7,4.2
3318-ISQFQ,California,Newark,20,No,No internet service,Month-to-month,19.5,413.0,No,0,5409,,-2.045,57.9,-2.0,74.1,4.6,0.5,78.9,8.2,1.6,-10.4,15.6,1.1,2.1,39.0,55.2,-3.4,-4.6,45.7,6.0
1106-HRLKZ,California,Oakley,40,No,No internet service,Two year,19.6,808.95,No,0,2630,,1.272,73.4,10.3,76.7,1.6,0.2,63.7,8.5,2.3,24.2,77.8,1.7,-1.4,26.1,-4.6,18.5,4.8,65.7,1.3
2483-XSSMZ,California,Orinda,39,DSL,No,One year,47.85,1886.4,No,0,5531,,-0.399,77.2,-16.4,71.2,2.1,0.1,47.9,11.9,2.4,15.1,62.3,2.3,1.8,40.5,16.8,8.6,6.7,81.8,0.4
8165-ZJRNM,California,Pittsburg,72,No,No internet service,Two year,23.75,1679.25,No,0,4923,,1.854,92.7,21.6,110.0,-1.5,-1.2,60.4,8.8,4.2,15.6,89.7,0.9,-1.8,17.7,14.9,16.6,25.9,65.5,0.0
2604-XVDAM,California,Pope Valley,12,DSL,No,Month-to-month,43.8,540.95,No,0,5706,,-0.395,57.6,11.8,69.7,2.1,1.0,77.7,7.2,4.3,-9.8,65.9,3.7,2.0,32.1,-20.6,-0.1,13.3,88.8,4.1
3717-OFRTN,California,Dublin,1,No,No internet service,Month-to-month,19.75,19.75,No,0,3595,,-0.202,56.8,2.7,83.1,0.4,-0.3,57.5,12.7,0.2,11.0,80.6,4.2,-0.9,50.9,9.6,-9.3,21.0,59.4,1.6
9046-JBFWA,California,Port Costa,27,No,No internet service,Month-to-month,19.15,537.35,No,0,4004,,0.899,89.6,-5.6,89.6,1.6,-0.4,84.7,14.8,1.9,18.9,85.9,-2.3,-0.9,36.7,-1.6,15.2,1.2,77.9,0.0
3280-NMUVX,California,Rio Vista,34,No,No internet service,One year,19.6,678.8,No,0,4669,,-0.767,52.7,8.1,76.6,0.6,1.3,61.6,10.1,0.7,5.3,39.2,6.0,2.1,43.9,31.5,5.4,4.8,82.3,0.4
1206-EHBDD,California,Rodeo,56,Fiber optic,No,Two year,80.3,4513.65,No,0,6203,,-0.511,77.1,-4.5,84.9,2.5,0.8,95.7,-0.3,1.3,14.4,36.7,5.0,0.8,42.3,29.2,13.7,1.1,75.6,3.4
8361-LBRDI,California,Saint Helena,58,No,No internet service,Two year,24.35,1423.85,No,0,6190,,0.248,94.0,6.2,84.5,3.3,0.3,85.0,3.3,0.5,10.9,88.5,1.0,-1.9,50.6,55.5,-1.2,22.5,80.1,4.4
4883-KCPZJ,California,Deer Park,22,No,No internet service,Two year,25.25,555.4,No,0,4386,,0.943,97.8,-4.6,75.3,1.3,-1.1,64.5,12.3,6.5,8.6,67.5,3.6,1.2,31.5,-2.5,7.6,12.3,93.4,3.7
9108-EQPNQ,California,San Leandro,10,No,No internet service,Two year,26.1,225.55,No,0,3179,,-1.163,75.9,14.1,81.0,2.6,-0.3,57.4,3.3,3.3,10.9,94.9,2.9,-1.3,36.1,3.9,-1.4,3.6,79.1,1.9
7277-KAMWT,California,San Leandro,13,No,No internet service,Two year,20.0,268.45,No,0,3037,,-1.457,73.9,-12.4,69.0,3.7,0.9,72.7,6.0,0.5,-4.0,79.1,3.8,1.3,43.6,55.3,-7.9,-0.4,50.0,4.2
2545-LXYVJ,California,Suisun City,72,No,No internet service,Two year,20.7,1492.1,No,0,6317,,1.305,107.4,5.9,102.9,3.3,0.4,62.9,10.9,3.3,21.5,54.5,1.0,2.8,16.1,-0.5,-7.1,5.1,71.5,2.4
3234-VKACU,California,Sunol,2,DSL,Yes,Month-to-month,70.3,132.4,No,0,4799,,-0.866,40.6,-15.5,81.1,1.7,0.7,83.3,7.6,1.4,13.3,56.5,1.6,1.4,43.4,31.1,-3.6,21.5,78.2,2.7
8120-JDCAM,California,Vallejo,4,Fiber optic,No,Month-to-month,69.55,284.9,No,0,3708,,-0.739,63.7,-0.6,70.3,2.6,0.1,61.3,2.6,2.4,17.2,73.9,0.3,0.7,44.9,18.5,-6.8,-12.5,86.9,0.0
8917-FAEMR,California,Vallejo,37,No,No internet service,Two year,19.85,784.25,No,0,3408,,-1.458,,-5.3,77.8,4.7,0.3,73.0,9.8,0.5,19.1,58.3,9.7,1.5,32.1,44.5,7.2,-4.9,76.8,5.3
7047-YXDMZ,California,Vallejo,21,No,No internet service,Month-to-month,20.0,417.7,No,0,2366,,-0.882,64.5,7.2,67.5,3.0,0.7,61.1,4.5,-0.4,10.8,66.4,4.6,-0.2,31.7,35.0,1.9,7.8,75.5,4.1
2858-EIMXH,California,Vallejo,53,Fiber optic,No,One year,95.85,5016.25,No,0,5325,,0.204,89.3,-0.7,83.6,-2.0,-0.7,63.7,10.7,1.8,-3.6,58.4,2.6,0.9,32.3,13.3,-1.4,-3.7,80.7,0.9
6419-ZTTLE,California,Yountville,23,No,No internet service,One year,20.75,485.2,No,0,3418,,0.862,77.5,12.1,81.4,-0.4,0.1,65.8,8.6,5.3,15.1,85.8,5.7,3.2,17.3,15.1,14.2,3.2,76.2,5.4
0929-HYQEW,California,Oakland,3,DSL,No,Month-to-month,50.15,160.85,No,0,2085,,-1.1,68.9,-8.5,67.6,3.2,-0.5,90.4,13.9,-0.4,4.0,68.1,-0.3,0.8,21.9,21.8,5.5,7.8,61.2,0.0
6614-YOLAC,California,Oakland,71,DSL,Yes,Two year,58.65,4145.25,No,0,4151,,2.161,81.7,5.8,80.5,-0.7,-1.1,81.4,17.3,5.5,30.1,100.7,0.0,-1.4,15.8,5.1,10.1,8.9,86.1,0.0
7426-RHZGU,California,Oakland,9,Fiber optic,Yes,Month-to-month,95.9,827.45,No,0,5017,,-0.891,62.2,-2.6,101.0,4.2,0.6,113.5,15.1,3.0,10.0,68.3,1.9,1.9,34.2,20.7,-0.9,-12.7,63.3,0.0
4065-JJAVA,California,Oakland,1,DSL,No,Month-to-month,49.5,49.5,No,0,5262,,-1.032,61.2,2.3,77.0,5.0,1.0,65.6,13.0,1.3,18.1,58.1,2.3,2.3,42.0,56.4,-9.0,16.1,52.7,0.8
7649-SIJJF,California,Emeryville,71,DSL,Yes,Two year,80.1,5585.4,No,0,6045,,2.049,87.6,10.1,84.1,-0.9,-0.0,71.7,10.7,4.9,30.0,90.1,0.7,-0.1,25.9,0.1,10.2,10.6,75.8,0.0
9361-YNQWJ,California,Oakland,64,No,No internet service,One year,24.4,1601.2,No,0,5887,,0.489,66.6,8.2,76.2,-0.6,-0.7,48.8,6.6,3.2,10.7,83.7,1.1,0.2,26.2,9.5,2.3,0.7,63.4,4.9
3748-FVMZZ,California,Oakland,4,DSL,Yes,Month-to-month,40.05,162.45,No,0,2664,,-0.804,80.4,1.4,81.7,1.3,-0.9,84.5,2.2,-1.3,13.3,69.7,-0.8,1.9,39.8,-4.2,8.9,11.5,73.9,2.4
9391-TTOYH,California,Oakland,23,No,No internet service,Month-to-month,19.5,470.2,No,0,5652,,-0.378,,5.3,72.4,0.9,0.4,64.8,8.5,1.7,14.1,92.0,0.5,-0.9,24.6,5.2,4.4,-8.4,55.0,1.2
1452-XRSJV,California,Oakland,39,DSL,No,Month-to-month,51.05,2066.0,No,0,3154,,1.149,92.7,-1.3,73.9,3.0,-1.5,92.0,9.9,2.6,33.0,64.8,-0.6,-0.4,5.4,23.1,3.2,-7.0,73.6,3.3
3422-WJOYD,California,Oakland,28,DSL,Yes,One year,54.35,1426.45,No,0,5105,,1.484,67.8,8.6,85.9,-1.3,0.6,118.4,10.2,5.7,27.2,98.8,0.2,-3.0,19.5,6.7,17.2,6.3,67.6,4.4
8242-SOQUO,California,Oakland,5,Fiber optic,No,Month-to-month,84.7,392.5,No,0,2660,,-1.128,46.8,9.8,75.3,3.2,-0.3,73.2,2.9,1.3,4.5,48.1,1.3,1.3,37.4,24.9,-6.1,-0.2,70.3,6.0
7460-ITWWP,California,Oakland,45,Fiber optic,No,Month-to-month,86.1,3861.45,No,0,2701,,-0.112,72.6,-10.3,75.6,3.6,2.0,75.2,9.3,2.2,10.2,84.5,2.2,0.6,22.6,35.8,-1.7,-13.6,73.7,1.8
